ticker,company_name,country,ipo_year,market_cap,subsector
MLHR,"Herman Miller, Inc.",United States,,2260000000.0,Office Equipment/Supplies/Services
HRTX,"Heron Therapeutics, Inc.",United States,,3080000000.0,Major Pharmaceuticals
HT,Hersha Hospitality Trust,United States,1999.0,849040000.0,Real Estate Investment Trusts
HT^C,Hersha Hospitality Trust,United States,,,
HT^D,Hersha Hospitality Trust,United States,,,
HT^E,Hersha Hospitality Trust,United States,,,
HSY,Hershey Company (The),United States,,20640000000.0,Specialty Foods
HTZ,"Hertz Global Holdings, Inc",United States,2016.0,1670000000.0,Rental/Leasing Companies
HSKA,Heska Corporation,United States,1997.0,736260000.0,Biotechnology: Biological Products (No Diagnostic Substances)
HES,Hess Corporation,United States,,19180000000.0,Integrated oil Companies
HES^A,Hess Corporation,United States,,,
HESM,Hess Midstream Partners LP,United States,2017.0,1280000000.0,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company,United States,2015.0,24210000000.0,Computer Manufacturing
HXL,Hexcel Corporation,United States,,6090000000.0,Major Chemicals
HX,Hexindai Inc.,China,2017.0,355850000.0,Finance: Consumer Services
HF,"HFF, Inc.",United States,2007.0,1740000000.0,Real Estate
HIBB,"Hibbett Sports, Inc.",United States,1996.0,488800000.0,Other Specialty Stores
HCLP,Hi-Crush Partners LP,United States,2012.0,1130000000.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
PCF,High Income Securities Fund,United States,,122630000.0,
HFRO,Highland Floating Rate Opportunities Fund,,2017.0,1130000000.0,
SNLN,Highland/iBoxx Senior Loan ETF,United States,,476540000.0,
HPR,HighPoint Resources Corporation,,2018.0,,Oil & Gas Production
HPJ,Highpower International Inc,China,,48160000.0,Industrial Machinery/Components
HIHO,Highway Holdings Limited,Hong Kong,,15210000.0,Metal Fabrications
HIW,"Highwoods Properties, Inc.",United States,1994.0,5100000000.0,Real Estate Investment Trusts
HI,Hillenbrand Inc,United States,,3270000000.0,Miscellaneous manufacturing industries
HLM^,Hillman Group Capital Trust,United States,,,
HRC,Hill-Rom Holdings Inc,United States,,6280000000.0,Medical/Dental Instruments
HTH,Hilltop Holdings Inc.,United States,,1990000000.0,Major Banks
HGV,Hilton Grand Vacations Inc.,,2016.0,3080000000.0,Hotels/Resorts
HLT,Hilton Worldwide Holdings Inc.,,2016.0,22820000000.0,Hotels/Resorts
HIMX,"Himax Technologies, Inc.",Taiwan,2006.0,1120000000.0,Semiconductors
HIFS,Hingham Institution for Savings,United States,,462810000.0,
HSGX,Histogenics Corporation,United States,2014.0,77460000.0,Industrial Specialties
HCCH,HL Acquisitions Corp.,United States,2018.0,,Business Services
HCCHR,HL Acquisitions Corp.,United States,2018.0,,Business Services
HCCHU,HL Acquisitions Corp.,United States,2018.0,,Business Services
HCCHW,HL Acquisitions Corp.,United States,2018.0,,Business Services
HMG,"HMG/Courtland Properties, Inc.",United States,,14710000.0,Real Estate Investment Trusts
HMNF,"HMN Financial, Inc.",United States,,96570000.0,Savings Institutions
HMSY,HMS Holdings Corp,United States,1992.0,2560000000.0,Business Services
HNI,HNI Corporation,United States,,1890000000.0,Office Equipment/Supplies/Services
HMLP,Hoegh LNG Partners LP,Bermuda,2014.0,583930000.0,Marine Transportation
HMLP^A,Hoegh LNG Partners LP,Bermuda,,,
HEP,"Holly Energy Partners, L.P.",United States,2004.0,3360000000.0,Natural Gas Distribution
HFC,HollyFrontier Corporation,United States,,12190000000.0,Integrated oil Companies
HOLI,"Hollysys Automation Technologies, Ltd.",China,,1410000000.0,Industrial Machinery/Components
HOLX,"Hologic, Inc.",United States,1990.0,10720000000.0,Medical Electronics
HBCP,"Home Bancorp, Inc.",United States,,426890000.0,Banks
HOMB,"Home BancShares, Inc.",United States,2006.0,4139999999.9999995,Major Banks
HD,"Home Depot, Inc. (The)",United States,,222750000000.0,RETAIL: Building Materials
HFBL,"Home Federal Bancorp, Inc. of Louisiana",United States,,64410000.0,Savings Institutions
HMST,"HomeStreet, Inc.",United States,2012.0,802600000.0,Major Banks
HMTA,HomeTown Bankshares Corporation,United States,,78450000.0,Major Banks
HTBI,"HomeTrust Bancshares, Inc.",United States,2012.0,560780000.0,Savings Institutions
FIXX,"Homology Medicines, Inc.",United States,2018.0,630230000.0,Major Pharmaceuticals
HMC,"Honda Motor Company, Ltd.",Japan,,52870000000.0,Auto Manufacturing
HON,Honeywell International Inc.,United States,,114460000000.0,Auto Parts:O.E.M.
HOFT,Hooker Furniture Corporation,United States,,552890000.0,Home Furnishings
HOPE,"Hope Bancorp, Inc.",United States,,2280000000.0,Major Banks
HFBC,"HopFed Bancorp, Inc.",United States,,118010000.0,Major Banks
HMN,Horace Mann Educators Corporation,United States,1991.0,1840000000.0,Property-Casualty Insurers
HBNC,"Horizon Bancorp, Inc.",United States,,797940000.0,Major Banks
HZN,Horizon Global Corporation,United States,2015.0,178340000.0,Auto Parts:O.E.M.
HZNP,Horizon Pharma plc,Ireland,2011.0,3390000000.0,Major Pharmaceuticals
HRZN,Horizon Technology Finance Corporation,United States,2010.0,132789999.99999999,
HTFA,Horizon Technology Finance Corporation,United States,2017.0,,
DAX,Horizons DAX Germany ETF,United States,,18330000.0,
QYLD,Horizons NASDAQ-100 Covered Call ETF,United States,,305690000.0,
HRL,Hormel Foods Corporation,United States,,19760000000.0,Meat/Poultry/Fish
HOS,Hornbeck Offshore Services,United States,2004.0,156730000.0,Marine Transportation
HDP,"Hortonworks, Inc.",United States,2014.0,1770000000.0,Computer Software: Prepackaged Software
HPT,Hospitality Properties Trust,United States,,4660000000.0,Real Estate Investment Trusts
HST,"Host Hotels & Resorts, Inc.",United States,,15040000000.0,Real Estate Investment Trusts
TWNK,"Hostess Brands, Inc.",United States,2015.0,1550000000.0,Packaged Foods
TWNKW,"Hostess Brands, Inc.",United States,2015.0,,Packaged Foods
HMHC,Houghton Mifflin Harcourt Company,United States,2013.0,721870000.0,Books
HLI,"Houlihan Lokey, Inc.",United States,2015.0,3210000000.0,Investment Managers
HUSA,Houston American Energy Corporation,United States,,14050000.0,Oil & Gas Production
HWCC,Houston Wire & Cable Company,United States,2006.0,131850000.0,Telecommunications Equipment
HOV,Hovnanian Enterprises Inc,United States,,234020000.0,Homebuilding
HOVNP,Hovnanian Enterprises Inc,United States,,25000000.0,Homebuilding
HBMD,"Howard Bancorp, Inc.",United States,,316200000.0,Major Banks
HHC,Howard Hughes Corporation (The),United States,,5550000000.0,Real Estate Investment Trusts
HPQ,HP Inc.,United States,,38890000000.0,Computer Manufacturing
HSBC,HSBC Holdings plc,United Kingdom,,183580000000.0,Savings Institutions
HSBC^A,HSBC Holdings plc,United Kingdom,,,
HTGM,"HTG Molecular Diagnostics, Inc.",United States,2015.0,95470000.0,Biotechnology: Laboratory Analytical Instruments
HMI,Huami Corporation,China,2018.0,635950000.0,Computer Manufacturing
HNP,"Huaneng Power International, Inc.",China,1994.0,10140000000.0,Electric Utilities: Central
HTHT,Huazhu Group Limited,China,2010.0,9390000000.0,Hotels/Resorts
HUBG,"Hub Group, Inc.",United States,1996.0,1790000000.0,Oil Refining/Marketing
HUBB,Hubbell Inc,United States,2015.0,6620000000.0,Electrical Products
HUBS,"HubSpot, Inc.",United States,2014.0,5020000000.0,Computer Software: Prepackaged Software
HBM,Hudbay Minerals Inc.,Canada,,1290000000.0,Precious Metals
HSON,"Hudson Global, Inc.",United States,,54460000.0,Professional Services
HUD,Hudson Ltd.,United Kingdom,2018.0,1780000000.0,Department/Specialty Retail Stores
HPP,"Hudson Pacific Properties, Inc.",United States,2010.0,5260000000.0,Real Estate
HDSN,"Hudson Technologies, Inc.",United States,,79720000.0,Industrial Specialties
HGT,Hugoton Royalty Trust,United States,1999.0,19230000.0,Oil & Gas Production
HUM,Humana Inc.,United States,,45340000000.0,Medical Specialities
HCFT,"Hunt Companies Finance Trust, Inc.",United States,2013.0,86210000.0,Real Estate Investment Trusts
HCFT^A,"Hunt Companies Finance Trust, Inc.",United States,,,
HUNT,Hunter Maritime Acquisition Corp.,Marshall Islands,2017.0,186250000.0,Oil Refining/Marketing
HUNTU,Hunter Maritime Acquisition Corp.,Marshall Islands,2016.0,,Oil Refining/Marketing
HUNTW,Hunter Maritime Acquisition Corp.,Marshall Islands,2017.0,,Oil Refining/Marketing
HBAN,Huntington Bancshares Incorporated,United States,,17590000000.0,Major Banks
HBANN,Huntington Bancshares Incorporated,United States,,,Major Banks
HBANO,Huntington Bancshares Incorporated,United States,,20910000000.0,Major Banks
HII,"Huntington Ingalls Industries, Inc.",United States,,10830000000.0,Marine Transportation
HUN,Huntsman Corporation,United States,2005.0,7620000000.0,Major Chemicals
HURC,"Hurco Companies, Inc.",United States,,287480000.0,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,United States,2004.0,1080000000.0,Professional Services
HCM,Hutchison China MediTech Limited,Hong Kong,2016.0,4130000000.0,Major Pharmaceuticals
HBP,"Huttig Building Products, Inc.",United States,,128530000.0,RETAIL: Building Materials
HUYA,HUYA Inc.,United States,2018.0,5560000000.0,"Computer Software: Programming, Data Processing"
HVBC,"HV Bancorp, Inc.",United States,2017.0,32509999.999999996,Major Banks
H,Hyatt Hotels Corporation,United States,2009.0,8700000000.0,Hotels/Resorts
HYGS,Hydrogenics Corporation,Canada,,89560000.0,Major Chemicals
HYRE,HyreCar Inc.,United States,2018.0,31510000.0,Rental/Leasing Companies
HY,"Hyster-Yale Materials Handling, Inc.",United States,,973380000.0,Construction/Ag Equipment/Trucks
IDSY,"I.D. Systems, Inc.",United States,1999.0,120270000.0,Telecommunications Equipment
IIIV,"i3 Verticals, Inc.",United States,2018.0,403410000.0,Business Services
IAC,IAC/InterActiveCorp,United States,,15900000000.0,Other Specialty Stores
IAM,I-AM Capital Acquisition Company,United States,2017.0,22750000.0,Restaurants
IAMXR,I-AM Capital Acquisition Company,United States,2017.0,,Restaurants
IAMXW,I-AM Capital Acquisition Company,United States,2017.0,,Restaurants
IAG,Iamgold Corporation,Canada,,2140000000.0000002,Precious Metals
IBKC,IBERIABANK Corporation,United States,,4850000000.0,Major Banks
IBKCO,IBERIABANK Corporation,United States,,,Major Banks
IBKCP,IBERIABANK Corporation,United States,,,Major Banks
IBIO,"iBio, Inc.",United States,,11790000.0,Major Pharmaceuticals
IBO,IBO (Listing Market - NYSE Amex Network B F),,,,
ICAD,icad inc.,United States,,48820000.0,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,United States,,14040000000.0,Auto Parts:O.E.M.
ICCH,"ICC Holdings, Inc.",United States,2017.0,48050000.0,Property-Casualty Insurers
ICFI,"ICF International, Inc.",United States,2006.0,1510000000.0,Professional Services
ICHR,Ichor Holdings,United States,2016.0,583100000.0,Semiconductors
IBN,ICICI Bank Limited,India,,30420000000.0,Commercial Banks
ICLK,iClick Interactive Asia Group Limited,Hong Kong,2017.0,308280000.0,Computer Software: Prepackaged Software
ICLR,ICON plc,Ireland,1998.0,7910000000.0,Biotechnology: Commercial Physical & Biological Resarch
ICON,"Iconix Brand Group, Inc.",United States,,27770000.0,Shoe Manufacturing
ICUI,"ICU Medical, Inc.",United States,1992.0,5960000000.0,Medical/Dental Instruments
IDA,"IDACORP, Inc.",United States,,4870000000.0,Electric Utilities: Central
IPWR,Ideal Power Inc.,United States,2013.0,10220000.0,Industrial Machinery/Components
INVE,"Identiv, Inc.",United States,,91640000.0,Computer peripheral equipment
IDRA,"Idera Pharmaceuticals, Inc.",United States,,3610000.0,Biotechnology: Biological Products (No Diagnostic Substances)
IEX,IDEX Corporation,United States,1989.0,11660000000.0,Fluid Controls
IDXX,"IDEXX Laboratories, Inc.",United States,1991.0,21140000000.0,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDT,IDT Corporation,United States,,130479999.99999999,Telecommunications Equipment
IEC,IEC Electronics Corp.,United States,,55000000.0,Electrical Products
IESC,"IES Holdings, Inc.",United States,,401930000.0,Engineering & Construction
IROQ,"IF Bancorp, Inc.",United States,2011.0,93610000.0,Savings Institutions
IFMK,iFresh Inc.,United States,,47990000.0,Food Chains
INFO,IHS Markit Ltd.,Bermuda,1996.0,21240000000.0,"Computer Software: Programming, Data Processing"
IIVI,II-VI Incorporated,United States,1987.0,2860000000.0,Electronic Components
KANG,"iKang Healthcare Group, Inc.",China,2014.0,1400000000.0,Medical/Nursing Services
IKNX,Ikonics Corporation,United States,,20030000.0,Industrial Machinery/Components
ILG,"ILG, Inc",United States,,4260000000.0,Real Estate
ITW,Illinois Tool Works Inc.,United States,,46510000000.0,Industrial Machinery/Components
ILMN,"Illumina, Inc.",United States,2000.0,48530000000.0,Biotechnology: Laboratory Analytical Instruments
ISNS,"Image Sensing Systems, Inc.",United States,1995.0,26020000.0,Industrial Machinery/Components
IMAX,Imax Corporation,Canada,,1460000000.0,Industrial Machinery/Components
IMMR,Immersion Corporation,United States,1999.0,350450000.0,Computer peripheral equipment
ICCC,ImmuCell Corporation,United States,1987.0,35810000.0,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Immune Design Corp.,United States,2014.0,163630000.0,Major Pharmaceuticals
IMUC,"ImmunoCellular Therapeutics, Ltd.",United States,,9140000.0,Major Pharmaceuticals
IMUC.WS,"ImmunoCellular Therapeutics, Ltd.",United States,,,
IMGN,"ImmunoGen, Inc.",United States,1989.0,1350000000.0,Major Pharmaceuticals
IMMU,"Immunomedics, Inc.",United States,,4059999999.9999995,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMRN,Immuron Limited,Australia,2017.0,35870000.0,Major Pharmaceuticals
IMRNW,Immuron Limited,Australia,2017.0,,Major Pharmaceuticals
IMMP,Immutep Limited,Australia,,75950000.0,Major Pharmaceuticals
IMH,"Impac Mortgage Holdings, Inc.",United States,1997.0,156850000.0,Real Estate Investment Trusts
IMO,Imperial Oil Limited,Canada,,25900000000.0,Integrated oil Companies
IMPV,"Imperva, Inc.",United States,,1580000000.0,Computer Software: Prepackaged Software
PI,"Impinj, Inc.",United States,2016.0,414240000.0,Industrial Machinery/Components
IMMY,"Imprimis Pharmaceuticals, Inc.",United States,,62640000.0,Major Pharmaceuticals
IMV,IMV Inc.,Canada,,225810000.0,Major Pharmaceuticals
IOR,"Income Opportunity Realty Investors, Inc.",United States,,56690000.0,Real Estate Investment Trusts
INCY,Incyte Corporation,United States,,14090000000.0,Biotechnology: Commercial Physical & Biological Resarch
ICD,"Independence Contract Drilling, Inc.",,2014.0,147270000.0,Oil & Gas Production
IHC,Independence Holding Company,United States,,547420000.0,Life Insurance
IRT,"Independence Realty Trust, Inc.",United States,2013.0,873210000.0,Real Estate Investment Trusts
INDB,Independent Bank Corp.,United States,,2450000000.0,Major Banks
IBCP,Independent Bank Corporation,United States,,602370000.0,Major Banks
IBTX,"Independent Bank Group, Inc",United States,2013.0,2109999999.9999998,Major Banks
IFN,"India Fund, Inc. (The)",United States,,691330000.0,
IGC,India Globalization Capital Inc.,United States,,12060000.0,Electronic Components
INDU,Industrea Acquisition Corp.,United States,2017.0,68690000.0,Business Services
INDUU,Industrea Acquisition Corp.,United States,2017.0,,Business Services
INDUW,Industrea Acquisition Corp.,United States,2017.0,,Business Services
ILPT,Industrial Logistics Properties Trust,United States,2018.0,1550000000.0,Real Estate Investment Trusts
IDSA,"Industrial Services of America, Inc.",United States,,18520000.0,Industrial Specialties
IBA,"Industrias Bachoco, S.A. de C.V.",Mexico,1997.0,2920000000.0,Meat/Poultry/Fish
INFN,Infinera Corporation,United States,2007.0,1280000000.0,Telecommunications Equipment
INFI,"Infinity Pharmaceuticals, Inc.",United States,,116060000.0,Major Pharmaceuticals
IFRX,InflaRx N.V.,Germany,2017.0,805280000.0,
III,"Information Services Group, Inc.",United States,,188000000.0,Professional Services
INFY,Infosys Limited,India,,45420000000.0,EDP Services
HIFR,"InfraREIT, Inc.",United States,2015.0,918780000.0,Real Estate Investment Trusts
IEA,"Infrastructure and Energy Alternatives, Inc.",United States,2016.0,215990000.0,Business Services
IEAWW,"Infrastructure and Energy Alternatives, Inc.",United States,2016.0,,Business Services
INFU,"InfuSystems Holdings, Inc.",United States,,76180000.0,Medical/Dental Instruments
ING,"ING Group, N.V.",Netherlands,1997.0,52440000000.0,Commercial Banks
ISF,"ING Group, N.V.",Netherlands,,,Commercial Banks
ISG,"ING Group, N.V.",Netherlands,,,Commercial Banks
IR,Ingersoll-Rand plc (Ireland),Ireland,,23800000000.0,Auto Parts:O.E.M.
NGVT,Ingevity Corporation,,2016.0,4160000000.0,Major Chemicals
IMKTA,"Ingles Markets, Incorporated",United States,1987.0,684780000.0,Food Chains
INGR,Ingredion Incorporated,United States,,7020000000.0,Packaged Foods
INWK,"InnerWorkings, Inc.",United States,2006.0,354260000.0,Business Services
INOD,Innodata Inc.,United States,1993.0,30540000.0,EDP Services
IPHS,"Innophos Holdings, Inc.",United States,2006.0,859000000.0,Specialty Chemicals
IOSP,Innospec Inc.,United States,,1830000000.0,Major Chemicals
INNT,"Innovate Biopharmaceuticals, Inc.",United States,2018.0,127190000.0,Major Pharmaceuticals
IIPR,"Innovative Industrial Properties, Inc.",United States,2016.0,127130000.0,Real Estate
IIPR^A,"Innovative Industrial Properties, Inc.",United States,,,
ISSC,"Innovative Solutions and Support, Inc.",United States,2000.0,42780000.0,EDP Services
